,Ua,Cm,Ca,Hm,air_temp,mass_temp,OD_temp,HVAC_power,hour,date,hvac_average_power
1533559,1,1,1,1,0,4,11,20000,39600.0,79,4533.333333333333
1533560,1,1,1,1,0,4,11,20000,39600.0,171,4657.777777777777
1533561,1,1,1,1,0,4,11,20000,39600.0,263,5315.555555555556
1533562,1,1,1,1,0,4,11,20000,39600.0,354,4533.333333333333
1533563,1,1,1,1,0,4,11,20000,39600.0,364,4533.333333333333
1533564,1,1,1,1,0,4,11,20000,46800.0,0,5173.333333333333
1533565,1,1,1,1,0,4,11,20000,46800.0,79,4533.333333333333
1533566,1,1,1,1,0,4,11,20000,46800.0,171,4533.333333333333
1533567,1,1,1,1,0,4,11,20000,46800.0,263,4533.333333333333
1533568,1,1,1,1,0,4,11,20000,46800.0,354,4533.333333333333
1533569,1,1,1,1,0,4,11,20000,46800.0,364,4533.333333333333
1533570,1,1,1,1,0,4,11,20000,57600.0,0,4533.333333333333
1533571,1,1,1,1,0,4,11,20000,57600.0,79,5404.444444444444
1533572,1,1,1,1,0,4,11,20000,57600.0,171,4533.333333333333
1533573,1,1,1,1,0,4,11,20000,57600.0,263,4533.333333333333
1533574,1,1,1,1,0,4,11,20000,57600.0,354,4533.333333333333
1533575,1,1,1,1,0,4,11,20000,57600.0,364,5386.666666666667
1533576,1,1,1,1,0,4,11,20000,61200.0,0,4533.333333333333
1533577,1,1,1,1,0,4,11,20000,61200.0,79,4533.333333333333
1533578,1,1,1,1,0,4,11,20000,61200.0,171,4533.333333333333
1533579,1,1,1,1,0,4,11,20000,61200.0,263,5386.666666666667
1533580,1,1,1,1,0,4,11,20000,61200.0,354,4533.333333333333
1533581,1,1,1,1,0,4,11,20000,61200.0,364,4533.333333333333
1533582,1,1,1,1,0,4,11,20000,63000.0,0,5333.333333333333
1533583,1,1,1,1,0,4,11,20000,63000.0,79,4533.333333333333
1533584,1,1,1,1,0,4,11,20000,63000.0,171,5226.666666666667
1533585,1,1,1,1,0,4,11,20000,63000.0,263,5102.222222222223
1533586,1,1,1,1,0,4,11,20000,63000.0,354,5351.111111111111
1533587,1,1,1,1,0,4,11,20000,63000.0,364,4533.333333333333
1533588,1,1,1,1,0,4,11,20000,75600.0,0,5191.111111111111
1533589,1,1,1,1,0,4,11,20000,75600.0,79,4533.333333333333
1533590,1,1,1,1,0,4,11,20000,75600.0,171,4533.333333333333
1533591,1,1,1,1,0,4,11,20000,75600.0,263,5457.777777777777
1533592,1,1,1,1,0,4,11,20000,75600.0,354,4533.333333333333
1533593,1,1,1,1,0,4,11,20000,75600.0,364,4533.333333333333
1533594,1,1,1,1,0,4,11,20000,86399.0,0,5315.555555555556
1533595,1,1,1,1,0,4,11,20000,86399.0,79,5244.444444444444
1533596,1,1,1,1,0,4,11,20000,86399.0,171,5315.555555555556
1533597,1,1,1,1,0,4,11,20000,86399.0,263,4533.333333333333
1533598,1,1,1,1,0,4,11,20000,86399.0,354,4533.333333333333
1533599,1,1,1,1,0,4,11,20000,86399.0,364,5244.444444444444
1533600,1,1,1,1,1,-4,3,10000,0.0,0,0.0
1533601,1,1,1,1,1,-4,3,10000,0.0,79,0.0
1533602,1,1,1,1,1,-4,3,10000,0.0,171,0.0
1533603,1,1,1,1,1,-4,3,10000,0.0,263,0.0
1533604,1,1,1,1,1,-4,3,10000,0.0,354,0.0
1533605,1,1,1,1,1,-4,3,10000,0.0,364,0.0
1533606,1,1,1,1,1,-4,3,10000,10800.0,0,0.0
1533607,1,1,1,1,1,-4,3,10000,10800.0,79,0.0
1533608,1,1,1,1,1,-4,3,10000,10800.0,171,0.0
1533609,1,1,1,1,1,-4,3,10000,10800.0,263,0.0
1533610,1,1,1,1,1,-4,3,10000,10800.0,354,0.0
1533611,1,1,1,1,1,-4,3,10000,10800.0,364,0.0
1533612,1,1,1,1,1,-4,3,10000,21600.0,0,0.0
1533613,1,1,1,1,1,-4,3,10000,21600.0,79,0.0
1533614,1,1,1,1,1,-4,3,10000,21600.0,171,0.0
1533615,1,1,1,1,1,-4,3,10000,21600.0,263,0.0
1533616,1,1,1,1,1,-4,3,10000,21600.0,354,0.0
1533617,1,1,1,1,1,-4,3,10000,21600.0,364,0.0
1533618,1,1,1,1,1,-4,3,10000,25200.0,0,0.0
1533619,1,1,1,1,1,-4,3,10000,25200.0,79,0.0
1533620,1,1,1,1,1,-4,3,10000,25200.0,171,0.0
1533621,1,1,1,1,1,-4,3,10000,25200.0,263,0.0
1533622,1,1,1,1,1,-4,3,10000,25200.0,354,0.0
1533623,1,1,1,1,1,-4,3,10000,25200.0,364,0.0
1533624,1,1,1,1,1,-4,3,10000,27000.0,0,0.0
1533625,1,1,1,1,1,-4,3,10000,27000.0,79,0.0
1533626,1,1,1,1,1,-4,3,10000,27000.0,171,0.0
1533627,1,1,1,1,1,-4,3,10000,27000.0,263,0.0
1533628,1,1,1,1,1,-4,3,10000,27000.0,354,0.0
1533629,1,1,1,1,1,-4,3,10000,27000.0,364,0.0
1533630,1,1,1,1,1,-4,3,10000,39600.0,0,0.0
1533631,1,1,1,1,1,-4,3,10000,39600.0,79,0.0
1533632,1,1,1,1,1,-4,3,10000,39600.0,171,0.0
1533633,1,1,1,1,1,-4,3,10000,39600.0,263,0.0
1533634,1,1,1,1,1,-4,3,10000,39600.0,354,0.0
1533635,1,1,1,1,1,-4,3,10000,39600.0,364,0.0
1533636,1,1,1,1,1,-4,3,10000,46800.0,0,0.0
1533637,1,1,1,1,1,-4,3,10000,46800.0,79,0.0
1533638,1,1,1,1,1,-4,3,10000,46800.0,171,0.0
1533639,1,1,1,1,1,-4,3,10000,46800.0,263,0.0
1533640,1,1,1,1,1,-4,3,10000,46800.0,354,0.0
1533641,1,1,1,1,1,-4,3,10000,46800.0,364,0.0
1533642,1,1,1,1,1,-4,3,10000,57600.0,0,0.0
1533643,1,1,1,1,1,-4,3,10000,57600.0,79,0.0
1533644,1,1,1,1,1,-4,3,10000,57600.0,171,0.0
1533645,1,1,1,1,1,-4,3,10000,57600.0,263,0.0
1533646,1,1,1,1,1,-4,3,10000,57600.0,354,0.0
1533647,1,1,1,1,1,-4,3,10000,57600.0,364,0.0
1533648,1,1,1,1,1,-4,3,10000,61200.0,0,0.0
1533649,1,1,1,1,1,-4,3,10000,61200.0,79,0.0
1533650,1,1,1,1,1,-4,3,10000,61200.0,171,0.0
1533651,1,1,1,1,1,-4,3,10000,61200.0,263,0.0
1533652,1,1,1,1,1,-4,3,10000,61200.0,354,0.0
1533653,1,1,1,1,1,-4,3,10000,61200.0,364,0.0
1533654,1,1,1,1,1,-4,3,10000,63000.0,0,0.0
1533655,1,1,1,1,1,-4,3,10000,63000.0,79,0.0
1533656,1,1,1,1,1,-4,3,10000,63000.0,171,0.0
1533657,1,1,1,1,1,-4,3,10000,63000.0,263,0.0
1533658,1,1,1,1,1,-4,3,10000,63000.0,354,0.0
1533659,1,1,1,1,1,-4,3,10000,63000.0,364,0.0
1533660,1,1,1,1,1,-4,3,10000,75600.0,0,0.0
1533661,1,1,1,1,1,-4,3,10000,75600.0,79,0.0
1533662,1,1,1,1,1,-4,3,10000,75600.0,171,0.0
1533663,1,1,1,1,1,-4,3,10000,75600.0,263,0.0
1533664,1,1,1,1,1,-4,3,10000,75600.0,354,0.0
1533665,1,1,1,1,1,-4,3,10000,75600.0,364,0.0
1533666,1,1,1,1,1,-4,3,10000,86399.0,0,0.0
1533667,1,1,1,1,1,-4,3,10000,86399.0,79,0.0
1533668,1,1,1,1,1,-4,3,10000,86399.0,171,0.0
1533669,1,1,1,1,1,-4,3,10000,86399.0,263,0.0
1533670,1,1,1,1,1,-4,3,10000,86399.0,354,0.0
1533671,1,1,1,1,1,-4,3,10000,86399.0,364,0.0
1533672,1,1,1,1,1,-4,3,15000,0.0,0,0.0
1533673,1,1,1,1,1,-4,3,15000,0.0,79,0.0
1533674,1,1,1,1,1,-4,3,15000,0.0,171,0.0
1533675,1,1,1,1,1,-4,3,15000,0.0,263,0.0
1533676,1,1,1,1,1,-4,3,15000,0.0,354,0.0
1533677,1,1,1,1,1,-4,3,15000,0.0,364,0.0
